53.769126,146.259635
55.459722,90.237545
51.357334,96.258953
49.293358,176.309773
54.738667,157.769253
65.081381,50.384246
71.695456,157.002113
49.399512,38.390385
71.109551,99.118516
51.750823,156.579237
45.049592,131.302994
69.122524,23.321087
47.031517,122.664154
79.274328,104.312809
56.387215,83.813266
62.77647,81.132069
66.052424,105.64437
76.991533,108.466226
57.967607,131.043031
65.358052,164.705448
54.846892,32.810787
68.881527,129.99341
56.838989,59.301105
78.575863,38.577967
69.821935,54.48006
70.397116,31.233549
70.913532,36.403706
73.28814,129.417676
48.775551,179.460088
41.651529,129.539342
69.106028,142.753521
74.102951,92.040727
78.865451,129.734786
47.758581,119.080484
56.563714,51.661721
62.11857,27.570402
45.40753,70.433623
53.672653,113.149653
73.275765,163.842159
72.458365,111.274679
41.77191,127.103525
55.999467,124.297501
66.642011,128.692417
63.983292,123.958166
43.194768,99.343534
66.143322,116.520514
47.353403,122.706195
41.656684,24.465716
56.155142,96.148792
62.302276,124.9884
55.035289,147.750903
49.371368,52.575559
59.32511,124.09489
72.986471,111.545933
49.850803,39.738043
59.195329,125.937451
43.844617,61.441882
42.703677,49.110106
69.247421,21.090501
66.639738,68.549995
58.860385,37.000218
44.813234,26.665092
58.383871,66.368309
59.529773,177.791831
63.367426,40.501417
56.331578,20.901405
46.635479,68.248227
79.208356,75.459926
43.410214,89.767706
79.182356,142.778313
45.506874,26.193479
48.287947,138.046867
74.842012,111.127204
50.989386,152.901042
42.611012,36.917237
43.801199,103.159304
74.971009,173.951675
67.479101,44.908065
57.780689,29.117045
44.936256,177.891441
51.5702,153.725152
51.212604,82.988738
56.946515,139.04761
77.525615,59.549096
65.250827,28.28432
62.893072,42.752718
61.759291,178.876385
49.080355,68.532383
76.712219,149.818234
52.138177,167.494168
51.532661,74.884253
75.489182,45.743085
74.004337,105.559592
78.616753,170.624354
70.336232,167.389657
81.039304,158.769571
57.570689,56.157844
74.561673,72.75511
69.859168,51.434408
54.350085,118.554026
70.472027,87.882861
73.277779,68.025744
71.07757,167.16219
69.023437,71.027152
62.349787,29.47328
52.62578,111.441869
51.988634,124.657182
75.403734,33.867886
47.035777,165.470003
53.561155,67.216301
71.722346,91.4962
75.180045,140.435209
58.282874,21.108899
41.240874,158.092706
42.5567,67.944015
73.934011,56.947263
71.281882,103.01589
51.133128,80.758337
79.418101,121.980052
64.693864,65.329018
41.79444,37.053702
78.49802,131.440018
48.116991,31.641021
66.086017,127.667168
65.423535,93.247006
65.696778,143.15559
68.836975,126.866586
54.400074,109.032577
71.279887,60.688606
44.006266,43.8934
68.965337,32.220269
63.509991,23.756215
54.925926,83.231528
45.60858,95.628812
57.957741,53.677456
57.140429,21.885036
64.592224,149.886163
54.078781,49.973696
55.768303,146.732799
53.59261,167.88563
55.11158,41.04416
41.162044,66.408282
43.935043,45.827859
51.353141,48.170023
60.559389,79.102903
81.289295,129.374886
70.501406,52.669997
58.278708,132.696257
73.720501,166.422004
42.550216,50.366606
70.932349,132.907139
64.881819,57.79193
57.023921,38.768994
68.313407,104.396489
45.5512,133.711156
59.697675,118.578199
63.034781,127.124369
59.125327,79.603059
77.520507,125.6095
81.687154,48.988757
76.466069,22.020412
60.109415,87.673027
73.453616,54.182151
62.821115,52.041774
60.506192,127.043441
49.886785,122.444452
43.02419,87.41027
51.217584,106.435092
73.623332,61.152161
62.506425,73.533291
71.999295,47.483556
80.851628,32.858726
78.316013,159.301563
66.882705,72.286248
69.731034,62.431728
66.464257,148.305174
66.250595,140.645133
49.051598,122.476918
80.154653,57.102867
70.770022,21.065437
52.744709,127.531436
62.338489,134.94188
50.831699,171.455075
57.442922,147.407501
56.723924,28.798442
71.527652,162.691739
42.431945,140.875039
72.796105,159.173881
64.458334,149.048297
69.950595,27.708813
48.256056,117.032386
57.477392,163.984515
61.971976,33.371474
47.04127,92.095134
57.82582,178.734778
59.346608,50.407536
56.92251,178.097323
52.150691,139.702309
59.074688,35.299488
41.074237,176.47189
79.543394,32.121913
59.92241,86.440758
45.003712,150.795319
60.424446,95.802691
78.419087,121.013909
43.892334,111.633717
48.277175,164.764634
53.374895,116.303026
63.778566,176.672815
64.693143,167.310695
56.940273,27.4047
42.927804,54.471707
76.360713,104.626775
78.759486,145.677845
49.247682,139.505475
65.464697,153.295985
44.891651,100.360941
69.449667,105.665821
64.510426,97.573595
62.444161,132.859411
42.14217,33.083838
61.010459,158.16523
62.680572,175.319674
76.653492,120.192282
47.938161,103.916106
56.534957,26.470719
41.615425,176.266989
47.257054,146.293461
68.171908,110.598099
60.516692,126.174744
42.440507,144.187703
70.571163,159.091972
60.280431,34.527549
67.134142,77.321298
67.253719,30.524464
67.110407,100.982922
53.771677,78.702416
65.245621,126.091724
56.424807,172.980383
66.255827,80.9115
45.772788,150.113922
70.525906,75.048634
70.14378,167.579755
46.761665,76.699341
51.661063,159.116775
72.664523,150.931741
68.274405,106.364283
79.101377,80.197913
80.665031,46.492591
68.928272,40.058504
45.811956,24.032414
74.369716,95.021598
64.308495,162.602065
44.101736,25.380724
43.272396,67.860038
50.020146,95.932063
76.877242,113.946116
77.321424,160.196151
55.572957,85.177433
61.040111,90.754061
52.249151,150.157006
42.380803,135.121864
61.401567,130.875265
41.455564,29.36142
73.375917,104.786879
63.080791,172.492034
70.632513,48.848827
74.924262,150.09577
46.772814,157.960937
57.996207,116.671172
51.42757,105.930915
47.683971,147.47571
56.869215,148.498571
65.92516,134.243506
80.973528,157.25874
77.335092,102.147657
80.85847,100.651215
59.186892,110.707652
67.947956,144.742965
64.554965,55.011873
51.342861,132.155007
49.501036,108.257983
70.209333,79.342249
44.295195,129.379413
66.786905,172.701436
47.881341,113.067962
42.802902,162.813558
81.602457,38.952763
73.894468,134.648954
56.466183,178.737221
79.432666,71.748446
51.886452,49.620084
47.399289,49.405668
53.982312,36.206997
73.076474,85.467352
53.387518,31.043348
66.367791,47.405153
55.374581,27.413292
50.475143,21.664303
54.291745,81.017865
53.724421,93.511235
52.821353,87.027408
57.72615,92.593691
64.407724,39.522628
53.086668,163.987967
42.117303,102.33974
58.351836,110.172269
76.837538,68.329867
51.708391,104.056472
58.736346,165.434234
78.475801,105.897541
59.667837,31.100653
57.507229,107.405214
64.500504,53.855598
75.582453,76.765019
49.96359,20.377016
77.298128,20.629586
49.666132,38.13245
50.929571,80.254545
80.701124,102.262853
74.39576,171.288673
46.55014,176.006466
44.493095,151.651264
65.034069,152.379515
